id,SEQ.,Usina,size,Number,Tipo,Delivery date,Leilao,Potencia,"Garantia
Física (MWmédio)",Lotes Vendidos,Preço (R$/MW),Localização,Fonte,Mod.,Invest. Previsto  (R$),empresa_consorcio,Year,price_US$,inv_US$,GDP growth,Risk (EMBI+),Gross capital formation (% of GDP),FDI (% of GDP),Primary energy consumption (exajoules),G,exch,inv US$ billion
1034,9,SÃO GONÇALO 1,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,146.67,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,44.34601197,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1035,10,SÃO GONÇALO 10,0.04,25,A-5,2021,Leilão 04/2017,30,10.2,99,145.5,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,43.99225978,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1036,11,SÃO GONÇALO 2,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,146.67,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,44.34601197,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1037,12,SÃO GONÇALO 21,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,145.99,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,44.14041241,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1038,13,SÃO GONÇALO 22,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,145,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,43.84108363,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1039,14,SÃO GONÇALO 3,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,146.67,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,44.34601197,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1040,15,SÃO GONÇALO 4,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,146.67,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,44.34601197,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1041,16,SÃO GONÇALO 5,0.04,25,A-4,2021,Leilão 04/2017,30,10.2,99,146.67,nocity / PI ,SOL,PIE,"243,678,800.00","Consórcio EGP Alba Energia:
Alba Energia Ltda. – 0,01%
Enel Green Power Brasil Participações Ltda – 99,9%",2017,44.34601197,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1042,27,VENTOS DE SANTA ANGELA 01,0.016,63,A-6,2023,Leilão 05/2017,30,16.8,156,100,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,01",2017,30.23523009,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1043,28,VENTOS DE SANTA ANGELA 02,0.016,63,A-6,2023,Leilão 05/2017,30,17.5,164,99.2,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,02",2017,29.99334825,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1044,29,VENTOS DE SANTA ANGELA 03,0.016,63,A-6,2023,Leilão 05/2017,30,16.9,160,99,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,03",2017,29.93287779,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1045,30,VENTOS DE SANTA ANGELA 04,0.016,63,A-6,2023,Leilão 05/2017,30,16.4,154,97.5,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,04",2017,29.47934934,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1046,31,VENTOS DE SANTA ANGELA 05,0.016,63,A-6,2023,Leilão 05/2017,30,16.3,163,97.21,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,05",2017,29.39166717,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1047,32,VENTOS DE SANTA ANGELA 06,0.016,63,A-6,2023,Leilão 05/2017,30,17.5,162,100,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,06",2017,30.23523009,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1048,33,VENTOS DE SANTA ANGELA 07,0.016,63,A-6,2023,Leilão 05/2017,30,17.7,120,97.03,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,07",2017,29.33724376,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1049,34,VENTOS DE SANTA ANGELA 08,0.016,63,A-6,2023,Leilão 05/2017,30,17.3,149,97.21,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,08",2017,29.39166717,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1050,35,VENTOS DE SANTA ANGELA 09,0.016,63,A-6,2023,Leilão 05/2017,30,16.6,145,97.21,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,09",2017,29.39166717,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1051,36,VENTOS DE SANTA ANGELA 10,0.016,63,A-6,2023,Leilão 05/2017,30,16,140,97.21,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,10",2017,29.39166717,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1052,37,VENTOS DE SANTA ANGELA 11,0.016,63,A-6,2023,Leilão 05/2017,30,15.4,133,97.03,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,11",2017,29.33724376,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1053,38,VENTOS DE SANTA ANGELA 14,0.016,63,A-6,2023,Leilão 05/2017,30,16.1,138,99,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,12",2017,29.93287779,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1054,39,VENTOS DE SANTA ANGELA 15,0.016,63,A-6,2023,Leilão 05/2017,30,16,152,100,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,13",2017,30.23523009,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1055,40,VENTOS DE SANTA ANGELA 17,0.016,63,A-6,2023,Leilão 05/2017,30,17,153,97.2,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,14",2017,29.38864365,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1056,41,VENTOS DE SANTA ANGELA 19,0.016,63,A-6,2023,Leilão 05/2017,30,16.9,142,97.2,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,15",2017,29.38864365,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1057,42,VENTOS DE SANTA ANGELA 20,0.016,63,A-6,2023,Leilão 05/2017,30,16.1,156,100,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,16",2017,30.23523009,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1058,43,VENTOS DE SANTA ANGELA 21,0.016,63,A-6,2023,Leilão 05/2017,30,15.4,136,100,nocity / PI ,VENTO,PIE,"165,000,000.00","Consórcio EGP Santa Ângela: Enel Green Power Brasil Participações Ltda – 99,99%, Ventos de Santa Ângela Energias Renováveis S.A – 0,17",2017,30.23523009,49888130,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.04988813
1059,5,FOZ DO ESTRELA,0.016,63,A-6,2023,Leilão 05/2017,29.5,17.57,175,220.74,nocity / PR ,hidro,PIE,"289,917,000.00",São Luiz Energética,2017,66.7412469,87657072,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.087657072
1060,13,VALE AZUL II,0.016,63,A-6,2023,Leilão 05/2017,466.31,420.9,4209,211.9,nocity / PR ,GÁS NATURAL,PIE,"1,226,000,000.00","Consórcio Marlim Azul:
Mitsubishi Hitachi Power Systems Americas, INC – 99,98% 
MH Power Systems América Latina Representações Ltda. – 0,01%
Vale Azul Energia Ltda. – 0,01%",2017,64.06845256,370683921,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.370683921
1061,14,GNA PORTO DO ACU III,0.016,63,A-6,2023,Leilão 05/2017,1672.6,1547.4,14500,213.91,nocity / PR ,GÁS NATURAL,PIE,"3,432,000,000.00",UTE GNA II Geração de Energia Ltda.,2017,64.67618069,1037673097,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,1.037673097
1062,4,VILA PARAIBA II,0.04,25,A-4,2021,Leilão 04/2017,32,19.2,177,108,nocity / RN ,VENTO,PIE,"87,173,010.00","Consórcio Voltália VP II:
Voltalia Energia do Brasil Ltda. – 10%
Voltalia S.A. 90%",2017,32.6540485,26356960,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.02635696
1063,5,VILA PARAIBA III,0.04,25,A-4,2021,Leilão 04/2017,32,18.8,179,108,nocity / RN ,VENTO,PIE,"174,346,010.00","Consórcio Voltália VP III:
Voltalia Energia do Brasil Ltda. – 10%
Voltalia S.A. – 90%",2017,32.6540485,52713917,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.052713917
1064,15,AVENTURA II,0.016,63,A-6,2023,Leilão 05/2017,21,13,117,97,nocity / RN ,VENTO,PIE,"123,588,460.00",Central Eólica Aventura II S.A.,2017,29.32817319,37367255,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.037367255
1065,16,AVENTURA III,0.016,63,A-6,2023,Leilão 05/2017,22.58,14.3,128,97,nocity / RN ,VENTO,PIE,"134,704,750.00",Central Eólica Aventura II S.A.,2017,29.32817319,40728291,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.040728291
1066,17,AVENTURA IV,0.016,63,A-6,2023,Leilão 05/2017,26.25,15.6,141,97,nocity / RN ,VENTO,PIE,"153,847,000.00","Consórcio Aventura IV: EDP Renováveis Brasil S.A. – 99,99%,  Casa dos Ventos Energias Renováveis S.A. – 0,01",2017,29.32817319,46515994,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.046515994
1067,18,AVENTURA V,0.016,63,A-6,2023,Leilão 05/2017,27.3,16.6,150,97,nocity / RN ,VENTO,PIE,"158,875,000.00","Consórcio Aventura V:  EDP Renováveis Brasil S.A. – 99,99%,  Casa dos Ventos Energias Renováveis S.A. – 0,01%",2017,29.32817319,48036222,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.048036222
1068,22,SANTA ROSA E MUNDO NOVO I,0.016,63,A-6,2023,Leilão 05/2017,31.5,18.4,165,99,nocity / RN ,VENTO,PIE,"190,003,770.00",EDP Renováveis Brasil S.A.,2017,29.93287779,57448077,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.057448077
1069,23,SANTA ROSA E MUNDO NOVO II,0.016,63,A-6,2023,Leilão 05/2017,31.5,18.8,170,99,nocity / RN ,VENTO,PIE,"190,003,770.00",EDP Renováveis Brasil S.A.,2017,29.93287779,57448077,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.057448077
1070,24,SANTA ROSA E MUNDO NOVO III,0.016,63,A-6,2023,Leilão 05/2017,31.5,20,180,99,nocity / RN ,VENTO,PIE,"190,003,770.00",EDP Renováveis Brasil S.A.,2017,29.93287779,57448077,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.057448077
1071,25,SANTA ROSA E MUNDO NOVO IV,0.016,63,A-6,2023,Leilão 05/2017,12.6,8.3,75,99,nocity / RN ,VENTO,PIE,"76,001,500.00",EDP Renováveis Brasil S.A.,2017,29.93287779,22979228,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.022979228
1072,26,SANTA ROSA E MUNDO NOVO V,0.016,63,A-6,2023,Leilão 05/2017,14.7,9,81,99,nocity / RN ,VENTO,PIE,"88,668,420.00",EDP Renováveis Brasil S.A.,2017,29.93287779,26809101,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.026809101
1073,61,VILA ACRE II,0.016,63,A-6,2023,Leilão 05/2017,27.3,16.6,155,99.9,nocity / RN ,VENTO,PIE,"152,462,500.00",Consórcio Voltalia FIL AC: Voltalia S.A. e Voltalia Energia do Brasil,2017,30.20499486,46097388,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.046097388
1074,62,VILA PARAIBA I,0.016,63,A-6,2023,Leilão 05/2017,32,19.9,158,96.9,nocity / RN ,VENTO,PIE,"178,681,650.00",Consórcio Voltalia PB: Voltalia S.A. e Voltalia Energia do Brasil,2017,29.29793796,54024808,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.054024808
1075,63,VILA PARAIBA IV,0.016,63,A-6,2023,Leilão 05/2017,32,18.8,154,96.9,nocity / RN ,VENTO,PIE,"178,681,650.00",Consórcio Voltalia PB: Voltalia S.A. e Voltalia Energia do Brasil,2017,29.29793796,54024808,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.054024808
1076,2,FORQUILHA IV,0.016,63,A-6,2023,Leilão 05/2017,13,5.64,50,218.29,nocity / RS ,hidro,PIE,"73,913,000.00",Central Geradora Hidrelétrica Forquilha Ltda.,2017,66.00048376,22347766,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.022347766
1077,8,CAMBARA,0.016,63,A-6,2023,Leilão 05/2017,50,46.1,451,218.43,nocity / RS ,cavaco,PIE,"180,060,000.00",Consórcio Cambará: Omega Engenharia Ltda e Urbana Participações Imobiliárias Ltda,2017,66.04281309,54441555,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.054441555
1078,3,TUPITINGA,0.016,63,A-6,2023,Leilão 05/2017,24,10.47,97,218.47,nocity / SC ,hidro,PIE,"56,925,450.00",Companhia RPEE Energia,2017,66.05490718,17211541,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.017211541
1079,4,SAO CARLOS,0.016,63,A-6,2023,Leilão 05/2017,14.53,7.73,45,218.19,nocity / SC ,hidro,PIE,"76,252,120.00",São Carlos Energia Ltda.,2017,65.97024853,23055004,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.023055004
1080,6,AGUA VERMELHA IV,0.04,25,A-4,2021,Leilão 04/2017,15,4,40,145.49,nocity / SP ,SOL,PIE,"174,346,010.00",AES Tietê,2017,43.98923626,52713917,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.052713917
1081,7,AGUA VERMELHA V,0.04,25,A-4,2021,Leilão 04/2017,30,7.9,79,145.49,nocity / SP ,SOL,PIE,"243,678,800.00",AES Tietê,2017,43.98923626,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1082,8,AGUA VERMELHA VI,0.04,25,A-4,2021,Leilão 04/2017,30,7.9,79,146.66,nocity / SP ,SOL,PIE,"243,678,800.00",AES Tietê,2017,44.34298845,73676846,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.073676846
1083,9,COLORADO,0.016,63,A-6,2023,Leilão 05/2017,3.96,2.9,10,216,nocity / SP ,bagaco,PIE,"17,756,000.00",Açúcar e Álcool Oswaldo Ribeiro de Mendonça Ltda.,2017,65.30809699,5368567,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.005368567
1084,10,PITANGUEIRAS,0.016,63,A-6,2023,Leilão 05/2017,25,14.7,147,215.42,nocity / SP ,bagaco,PIE,"70,000,000.00",Pitangueiras Acúcar e Álcool S.A.,2017,65.13273266,21164661,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.021164661
1085,11,PLANALTO BIOENERGIA,0.016,63,A-6,2023,Leilão 05/2017,50,24.6,206,216.1,nocity / SP ,bagaco,PIE,"131,340,000.00",Planalto Bioenergia Ltda.,2017,65.33833222,39710951,1.322869054,268,14.63038628,3.339346319,12.06,303748.1,3.3074,0.039710951
1086,7,VENTOS DE SAO JANUARIO 01,0.026,39,A-4,2022,Leilão 01/2018,28.6,15.4,255,67.6,nocity / BA,VENTO,PIE,"157,301,000.00","Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%",2018,17.44876362,40602189,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.040602189
1087,8,VENTOS DE SAO JANUARIO 04,0.026,39,A-4,2022,Leilão 01/2018,28.6,14.9,255,67.6,nocity / BA,VENTO,PIE,"157,301,000.00","Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%",2018,17.44876362,40602189,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.040602189
1088,9,VENTOS DE SAO JANUARIO 13,0.026,39,A-4,2022,Leilão 01/2018,28.6,13.7,255,67.6,nocity / BA,VENTO,PIE,"157,301,000.00","Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%",2018,17.44876362,40602189,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.040602189
1089,10,VENTOS DE SAO JANUARIO 14,0.026,39,A-4,2022,Leilão 01/2018,28.6,13.7,255,67.6,nocity / BA,VENTO,PIE,"157,301,000.00","Consórcio Folha Larga:
EDF EN do Brasil Participações Ltda. – 99,99%
Ventos de São Januário Energias Renováveis S.A.– 0,01%",2018,17.44876362,40602189,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.040602189
1090,31,SERRA DA BABILONIA A,0.016,62,A-6,2024,Leilão 03/2018,18.8,8.4,84,88.46,nocity / BA,VENTO,PIE,"65,800,000.00",Jardim Botânico Geração De Energia E Participações S/A,2018,22.83310103,16984152,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.016984152
1091,32,SERRA DA BABILONIA C,0.016,62,A-6,2024,Leilão 03/2018,23.5,11.2,112,88.97,nocity / BA,VENTO,PIE,"82,250,000.00",Jardim Botânico Geração De Energia E Participações S/A,2018,22.96474111,21230189,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.021230189
1092,33,SERRA DA BABILONIA E,0.016,62,A-6,2024,Leilão 03/2018,25.85,11.8,118,88.46,nocity / BA,VENTO,PIE,"90,475,000.00",Jardim Botânico Geração De Energia E Participações S/A,2018,22.83310103,23353208,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.023353208
1093,34,SERRA DA BABILONIA F,0.016,62,A-6,2024,Leilão 03/2018,16.45,7.6,76,88.46,nocity / BA,VENTO,PIE,"57,575,000.00",Jardim Botânico Geração De Energia E Participações S/A,2018,22.83310103,14861133,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.014861133
1094,35,VENTOS DA BAHIA XIII,0.016,62,A-6,2024,Leilão 03/2018,34.5,16.9,127,94.33,nocity / BA,VENTO,PIE,"190,386,530.00","Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA",2018,24.34825254,49142153,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.049142153
1095,36,VENTOS DA BAHIA XIV,0.016,62,A-6,2024,Leilão 03/2018,36.8,15.3,59,94.33,nocity / BA,VENTO,PIE,"203,078,950.00","Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA",2018,24.34825254,52418293,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.052418293
1096,37,VENTOS DA BAHIA XXIII,0.016,62,A-6,2024,Leilão 03/2018,32.2,17.3,112,94.33,nocity / BA,VENTO,PIE,"177,694,090.00","Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA",2018,24.34825254,45866008,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.045866008
1097,38,VENTOS DA BAHIA XXVII,0.016,62,A-6,2024,Leilão 03/2018,25.3,12.4,112,94.33,nocity / BA,VENTO,PIE,"139,616,790.00","Consórcio VDB F3:
VDB F3 Geração de Energia S.A.
Parque Eólico VDB DEV LTDA",2018,24.34825254,36037579,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.036037579
1098,46,VENTOS DE SAO JANUARIO 01,0.016,62,A-6,2024,Leilão 03/2018,28.6,15.3,50,91.33,nocity / BA,VENTO,PIE,"128,700,000.00",Parque Eólico Ventos De São Januário 01 S.A.,2018,23.57389913,33219762,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.033219762
1099,47,VENTOS DE SAO JANUARIO 03,0.016,62,A-6,2024,Leilão 03/2018,29.4,15.4,97,92.11,nocity / BA,VENTO,PIE,"132,301,000.00",Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.,2018,23.77523102,34149244,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.034149244
1100,48,VENTOS DE SAO JANUARIO 04,0.016,62,A-6,2024,Leilão 03/2018,28.6,14.9,24,91.33,nocity / BA,VENTO,PIE,"128,700,000.00",Parque Eólico Ventos De São Januário 04 S.A.,2018,23.57389913,33219762,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.033219762
1101,49,VENTOS DE SAO JANUARIO 05,0.016,62,A-6,2024,Leilão 03/2018,29.4,15.5,131,92.11,nocity / BA,VENTO,PIE,"132,301,000.00",Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.,2018,23.77523102,34149244,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.034149244
1102,50,VENTOS DE SAO JANUARIO 06,0.016,62,A-6,2024,Leilão 03/2018,29.4,15.5,110,92.11,nocity / BA,VENTO,PIE,"132,301,000.00",Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.,2018,23.77523102,34149244,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.034149244
1103,51,VENTOS DE SAO JANUARIO 10,0.016,62,A-6,2024,Leilão 03/2018,29.4,14.6,113,92.11,nocity / BA,VENTO,PIE,"132,301,000.00",Consórcio Folha Larga: EDF EN do Brasil Participações Ltda e Ventos de São Januário Energias Renováveis S.A.,2018,23.77523102,34149244,1.317223999,272,14.82937141,4.145494394,12.13,336893.6,3.8742,0.034149244
